Elecció;Any;Districte;Secció;NUM_ELECTORS;NUM_VOTANTS;VOTS_BLANCS;VOTS_NULS;VOTS_CANDIDATURES;Participació;PSC;% PSC;CiU / Junts;% CiU / Junts;ERC;% ERC;PP;% PP;ICV / Comuns;% ICV / Comuns;Cs;% Cs;CUP;% CUP;VOX;% VOX;PxC;% PxC;Reagrupament;% Reagrupament;SI;% SI;Aliança;% Aliança;PACMA;% PACMA;Unió;% Unió;JxSí;% JxSí;Altres;% Altres
Parlament;2010;5;25;856;508;12;4;492;60.75;110;21.65%;191;37.60%;24;4.72%;59;11.61%;39;7.68%;32;6.30%;;;;;12;2.36%;0;0.00%;4;0.79%;;;;;;;;;21;4.13%
Parlament;2010;5;26;1001;715;32;6;677;74.63;117;16.36%;310;43.36%;45;6.29%;58;8.11%;63;8.81%;34;4.76%;;;;;7;0.98%;11;1.54%;15;2.10%;;;;;;;;;17;2.38%
Parlament;2010;5;27;923;636;28;2;606;71.94;102;16.04%;251;39.47%;40;6.29%;57;8.96%;53;8.33%;27;4.25%;;;;;14;2.20%;17;2.67%;16;2.52%;;;;;;;;;29;4.56%
Parlament;2010;5;28;872;567;21;4;542;67.43;131;23.10%;187;32.98%;31;5.47%;64;11.29%;46;8.11%;35;6.17%;;;;;13;2.29%;5;0.88%;10;1.76%;;;;;;;;;20;3.53%
Parlament;2010;5;29;849;539;9;4;526;64.55;109;20.22%;167;30.98%;26;4.82%;64;11.87%;53;9.83%;37;6.86%;;;;;28;5.19%;4;0.74%;10;1.86%;;;;;;;;;28;5.19%
Parlament;2010;6;1;843;491;8;1;482;59.19;195;39.71%;114;23.22%;13;2.65%;62;12.63%;34;6.92%;15;3.05%;;;;;14;2.85%;3;0.61%;6;1.22%;;;;;;;;;26;5.30%
Parlament;2010;6;2;1092;606;11;3;592;56.5;171;28.22%;175;28.88%;27;4.46%;87;14.36%;47;7.76%;20;3.30%;;;;;36;5.94%;8;1.32%;5;0.83%;;;;;;;;;16;2.64%
Parlament;2010;6;3;1438;755;14;6;735;53.48;184;24.37%;226;29.93%;25;3.31%;127;16.82%;77;10.20%;33;4.37%;;;;;39;5.17%;3;0.40%;2;0.26%;;;;;;;;;19;2.52%
Parlament;2010;6;4;877;460;10;0;450;53.59;125;27.17%;105;22.83%;10;2.17%;87;18.91%;36;7.83%;23;5.00%;;;;;34;7.39%;1;0.22%;13;2.83%;;;;;;;;;16;3.48%
Parlament;2010;6;5;1039;523;15;1;507;51.78;148;28.30%;141;26.96%;25;4.78%;69;13.19%;54;10.33%;21;4.02%;;;;;25;4.78%;1;0.19%;7;1.34%;;;;;;;;;16;3.06%
Parlament;2010;6;6;1113;555;13;8;534;51.03;115;20.72%;152;27.39%;18;3.24%;87;15.68%;49;8.83%;44;7.93%;;;;;36;6.49%;1;0.18%;6;1.08%;;;;;;;;;26;4.68%
Parlament;2010;6;8;1557;919;38;6;875;61.46;165;17.95%;364;39.61%;60;6.53%;90;9.79%;67;7.29%;32;3.48%;;;;;33;3.59%;16;1.74%;12;1.31%;;;;;;;;;36;3.92%
Parlament;2010;6;9;842;455;14;0;441;55.7;133;29.23%;123;27.03%;32;7.03%;54;11.87%;32;7.03%;24;5.27%;;;;;17;3.74%;1;0.22%;4;0.88%;;;;;;;;;21;4.62%
Parlament;2010;6;10;1523;918;22;5;891;61.72;269;29.30%;246;26.80%;30;3.27%;114;12.42%;74;8.06%;71;7.73%;;;;;40;4.36%;4;0.44%;8;0.87%;;;;;;;;;35;3.81%
Parlament;2010;6;11;1328;600;11;6;583;46.01;175;29.17%;143;23.83%;17;2.83%;110;18.33%;52;8.67%;33;5.50%;;;;;19;3.17%;2;0.33%;7;1.17%;;;;;;;;;25;4.17%
Parlament;2010;6;12;985;490;22;2;466;51.98;136;27.76%;129;26.33%;24;4.90%;69;14.08%;53;10.82%;13;2.65%;;;;;9;1.84%;3;0.61%;9;1.84%;;;;;;;;;21;4.29%
Parlament;2010;6;13;675;389;20;1;368;60.59;146;37.53%;73;18.77%;6;1.54%;54;13.88%;50;12.85%;15;3.86%;;;;;13;3.34%;0;0.00%;2;0.51%;;;;;;;;;9;2.31%
Parlament;2010;6;14;685;331;9;1;321;49.64;115;34.74%;71;21.45%;10;3.02%;58;17.52%;19;5.74%;18;5.44%;;;;;15;4.53%;1;0.30%;3;0.91%;;;;;;;;;11;3.32%
Parlament;2010;6;16;1145;500;19;0;481;45.33;109;21.80%;171;34.20%;15;3.00%;68;13.60%;56;11.20%;15;3.00%;;;;;19;3.80%;5;1.00%;5;1.00%;;;;;;;;;18;3.60%
Parlament;2010;6;18;491;265;5;0;260;54.99;103;38.87%;52;19.62%;9;3.40%;32;12.08%;28;10.57%;10;3.77%;;;;;16;6.04%;1;0.38%;4;1.51%;;;;;;;;;5;1.89%
Parlament;2010;6;19;452;240;9;0;231;55.09;88;36.67%;58;24.17%;4;1.67%;26;10.83%;15;6.25%;12;5.00%;;;;;19;7.92%;1;0.42%;1;0.42%;;;;;;;;;7;2.92%
Parlament;2010;6;20;454;208;4;0;204;46.7;63;30.29%;49;23.56%;6;2.88%;34;16.35%;21;10.10%;13;6.25%;;;;;8;3.85%;0;0.00%;3;1.44%;;;;;;;;;7;3.37%
Parlament;2010;6;21;690;303;5;1;297;44.64;89;29.37%;76;25.08%;10;3.30%;41;13.53%;30;9.90%;8;2.64%;;;;;26;8.58%;0;0.00%;3;0.99%;;;;;;;;;14;4.62%
Parlament;2010;6;23;932;460;17;0;443;51.18;120;26.09%;130;28.26%;14;3.04%;79;17.17%;41;8.91%;23;5.00%;;;;;17;3.70%;0;0.00%;8;1.74%;;;;;;;;;11;2.39%
Parlament;2010;6;24;1804;870;21;1;848;49.39;205;23.56%;247;28.39%;24;2.76%;120;13.79%;86;9.89%;46;5.29%;;;;;72;8.28%;4;0.46%;9;1.03%;;;;;;;;;35;4.02%
Parlament;2010;6;25;1391;710;8;12;690;51.62;211;29.72%;187;26.34%;43;6.06%;93;13.10%;63;8.87%;23;3.24%;;;;;34;4.79%;1;0.14%;11;1.55%;;;;;;;;;24;3.38%
Parlament;2010;6;26;1244;583;14;1;568;47.99;174;29.85%;141;24.19%;21;3.60%;75;12.86%;64;10.98%;27;4.63%;;;;;47;8.06%;1;0.17%;8;1.37%;;;;;;;;;10;1.72%
Parlament;2010;6;27;981;430;5;1;424;44.34;144;33.49%;98;22.79%;13;3.02%;63;14.65%;41;9.53%;21;4.88%;;;;;26;6.05%;0;0.00%;1;0.23%;;;;;;;;;17;3.95%
Parlament;2010;6;28;1162;630;16;0;614;55.59;142;22.54%;186;29.52%;16;2.54%;109;17.30%;68;10.79%;35;5.56%;;;;;35;5.56%;1;0.16%;3;0.48%;;;;;;;;;19;3.02%
Parlament;2010;6;29;769;346;26;1;319;48.37;74;21.39%;79;22.83%;11;3.18%;59;17.05%;26;7.51%;25;7.23%;;;;;27;7.80%;1;0.29%;4;1.16%;;;;;;;;;13;3.76%
Parlament;2010;6;30;551;259;10;0;249;48.82;45;17.37%;88;33.98%;9;3.47%;36;13.90%;26;10.04%;18;6.95%;;;;;16;6.18%;0;0.00%;2;0.77%;;;;;;;;;9;3.47%
Parlament;2010;6;31;774;319;5;2;312;41.86;91;28.53%;75;23.51%;16;5.02%;38;11.91%;30;9.40%;23;7.21%;;;;;13;4.08%;0;0.00%;9;2.82%;;;;;;;;;17;5.33%
Parlament;2010;6;32;533;235;6;0;229;45.22;42;17.87%;68;28.94%;9;3.83%;38;16.17%;25;10.64%;14;5.96%;;;;;23;9.79%;0;0.00%;1;0.43%;;;;;;;;;9;3.83%
Parlament;2010;6;33;961;554;26;0;528;60.35;68;12.27%;193;34.84%;26;4.69%;69;12.45%;45;8.12%;47;8.48%;;;;;40;7.22%;2;0.36%;13;2.35%;;;;;;;;;25;4.51%
Parlament;2012;1;1;1040;881;6;7;868;84.71%;35;3.97%;529;;122;;64;;43;;28;;15;;;;2;;;;;;;;1;;;;;;29;3.29%
Parlament;2012;1;2;1082;826;10;1;815;76.34%;33;4.00%;416;;164;;81;;39;;25;;31;;;;4;;;;;;;;2;;;;;;20;2.42%
Parlament;2012;1;4;1395;1130;7;6;1117;81.00%;96;8.50%;503;;212;;81;;90;;45;;43;;;;3;;;;;;;;0;;;;;;44;3.89%
Parlament;2012;1;5;939;753;12;2;739;80.19%;62;8.23%;352;;124;;76;;52;;31;;27;;;;3;;;;;;;;2;;;;;;10;1.33%
Parlament;2012;1;6;1178;964;6;3;955;81.83%;46;4.77%;489;;162;;110;;54;;34;;24;;;;8;;;;;;;;0;;;;;;28;2.90%
Parlament;2012;1;7;1280;998;12;8;978;77.97%;89;8.92%;483;;163;;110;;48;;19;;34;;;;8;;;;;;;;1;;;;;;23;2.30%
Parlament;2012;1;8;1762;1458;14;10;1434;82.75%;87;5.97%;771;;194;;121;;105;;57;;45;;;;3;;;;;;;;8;;;;;;43;2.95%
Parlament;2012;1;9;906;722;11;4;707;79.69%;21;2.91%;369;;149;;60;;41;;20;;25;;;;4;;;;;;;;0;;;;;;18;2.49%
Parlament;2012;1;10;947;768;6;0;762;81.10%;72;9.38%;322;;167;;43;;58;;27;;28;;;;9;;;;;;;;4;;;;;;32;4.17%
Parlament;2012;1;11;906;670;9;4;657;73.95%;150;22.39%;159;;85;;58;;73;;76;;20;;;;1;;;;;;;;3;;;;;;32;4.78%
Parlament;2012;1;12;1072;751;8;3;740;70.06%;119;15.85%;221;;118;;63;;92;;56;;26;;;;10;;;;;;;;4;;;;;;31;4.13%
Parlament;2012;1;13;626;438;9;3;426;69.97%;124;28.31%;56;;40;;67;;66;;37;;7;;;;12;;;;;;;;2;;;;;;15;3.42%
Parlament;2012;1;14;1552;1066;15;9;1042;68.69%;312;29.27%;177;;108;;127;;96;;114;;18;;;;34;;;;;;;;12;;;;;;44;4.13%
Parlament;2012;1;15;950;690;11;4;675;72.63%;161;23.33%;177;;106;;61;;74;;39;;15;;;;10;;;;;;;;9;;;;;;23;3.33%
Parlament;2012;1;16;1777;1380;23;6;1351;77.66%;215;15.58%;521;;216;;118;;101;;87;;41;;;;19;;;;;;;;3;;;;;;30;2.17%
Parlament;2012;1;17;1655;1314;12;2;1300;79.40%;139;10.58%;633;;223;;90;;99;;40;;32;;;;8;;;;;;;;0;;;;;;36;2.74%
Parlament;2012;1;18;423;340;5;1;334;80.38%;36;10.59%;150;;57;;24;;19;;16;;15;;;;4;;;;;;;;0;;;;;;13;3.82%
Parlament;2012;1;19;1117;866;16;1;849;77.53%;185;21.36%;183;;116;;111;;102;;65;;28;;;;14;;;;;;;;4;;;;;;41;4.73%
Parlament;2012;1;20;954;782;13;6;763;81.97%;91;11.64%;275;;158;;86;;64;;48;;15;;;;4;;;;;;;;1;;;;;;21;2.69%
Parlament;2012;1;21;1045;780;6;6;768;74.64%;152;19.49%;233;;104;;78;;86;;66;;20;;;;6;;;;;;;;2;;;;;;21;2.69%
Parlament;2012;1;22;1330;1036;19;3;1014;77.89%;93;8.98%;408;;174;;104;;88;;64;;29;;;;9;;;;;;;;7;;;;;;38;3.67%
Parlament;2012;1;23;922;794;12;2;780;86.12%;93;11.71%;276;;136;;82;;83;;61;;17;;;;7;;;;;;;;1;;;;;;24;3.02%
Parlament;2012;1;24;617;527;4;3;520;85.41%;31;5.88%;277;;86;;34;;40;;15;;17;;;;2;;;;;;;;3;;;;;;15;2.85%
Parlament;2012;2;1;1058;710;13;2;695;67.11%;254;35.77%;93;;50;;108;;75;;63;;8;;;;22;;;;;;;;0;;;;;;22;3.10%
Parlament;2012;2;2;546;310;5;3;302;56.78%;123;39.68%;37;;12;;44;;27;;19;;5;;;;26;;;;;;;;3;;;;;;6;1.94%
Parlament;2012;2;3;480;294;6;1;287;61.25%;118;40.14%;22;;28;;48;;17;;23;;2;;;;15;;;;;;;;2;;;;;;12;4.08%
Parlament;2012;2;4;724;460;7;2;451;63.54%;180;39.13%;43;;8;;72;;36;;66;;5;;;;33;;;;;;;;0;;;;;;8;1.74%
Parlament;2012;2;5;802;519;19;3;497;64.71%;172;33.14%;76;;26;;75;;43;;50;;8;;;;32;;;;;;;;1;;;;;;14;2.70%
Parlament;2012;2;6;696;479;10;4;465;68.82%;161;33.61%;68;;34;;59;;53;;44;;10;;;;22;;;;;;;;3;;;;;;11;2.30%
Parlament;2012;2;7;318;206;0;0;206;64.78%;64;31.07%;20;;11;;59;;19;;18;;0;;;;9;;;;;;;;2;;;;;;4;1.94%
Parlament;2012;2;8;699;450;5;1;444;64.38%;150;33.33%;31;;21;;53;;58;;59;;7;;;;40;;;;;;;;6;;;;;;19;4.22%
Parlament;2012;2;9;574;373;5;4;364;64.98%;144;38.61%;32;;28;;41;;44;;34;;3;;;;20;;;;;;;;3;;;;;;15;4.02%
Parlament;2012;2;10;472;324;3;2;319;68.64%;107;33.02%;46;;24;;43;;41;;28;;4;;;;18;;;;;;;;3;;;;;;5;1.54%
Parlament;2012;2;11;804;489;8;5;476;60.82%;141;28.83%;44;;21;;73;;57;;87;;1;;;;28;;;;;;;;1;;;;;;23;4.70%
Parlament;2012;2;12;622;366;9;1;356;58.84%;144;39.34%;52;;17;;36;;32;;31;;2;;;;25;;;;;;;;3;;;;;;14;3.83%
Parlament;2012;2;14;1389;895;18;7;870;64.43%;205;22.91%;126;;82;;75;;118;;157;;13;;;;59;;;;;;;;4;;;;;;31;3.46%
Parlament;2012;2;15;642;302;4;1;297;47.04%;115;38.08%;31;;14;;45;;18;;25;;2;;;;35;;;;;;;;0;;;;;;12;3.97%
Parlament;2012;2;16;1223;800;19;5;776;65.41%;167;20.88%;102;;90;;49;;125;;117;;20;;;;44;;;;;;;;11;;;;;;51;6.38%
Parlament;2012;2;17;1007;588;15;7;566;58.39%;198;33.67%;60;;43;;40;;59;;86;;12;;;;40;;;;;;;;11;;;;;;17;2.89%
Parlament;2012;3;1;1328;958;12;7;939;72.14%;203;21.19%;274;;102;;87;;87;;107;;20;;;;19;;;;;;;;5;;;;;;35;3.65%
Parlament;2012;3;2;1005;736;13;0;723;73.23%;167;22.69%;175;;92;;70;;75;;71;;17;;;;14;;;;;;;;8;;;;;;34;4.62%
Parlament;2012;3;3;1144;756;11;8;737;66.08%;216;28.57%;142;;54;;92;;91;;72;;12;;;;37;;;;;;;;5;;;;;;16;2.12%
Parlament;2012;3;4;875;547;6;5;536;62.51%;150;27.42%;90;;49;;63;;68;;63;;22;;;;13;;;;;;;;0;;;;;;18;3.29%
Parlament;2012;3;5;1447;1010;20;8;982;69.80%;197;19.50%;314;;164;;69;;102;;42;;35;;;;10;;;;;;;;10;;;;;;39;3.86%
Parlament;2012;3;6;1371;1040;10;8;1022;75.86%;134;12.88%;387;;167;;92;;91;;65;;30;;;;16;;;;;;;;3;;;;;;37;3.56%
Parlament;2012;3;7;1541;1161;10;12;1139;75.34%;159;13.70%;388;;182;;92;;127;;83;;33;;;;22;;;;;;;;9;;;;;;44;3.79%
Parlament;2012;3;8;1207;762;7;7;748;63.13%;344;45.14%;56;;25;;79;;75;;88;;9;;;;34;;;;;;;;5;;;;;;33;4.33%
Parlament;2012;3;9;1888;1360;22;17;1321;72.03%;275;20.22%;324;;160;;110;;173;;152;;32;;;;27;;;;;;;;6;;;;;;62;4.56%
Parlament;2012;3;10;1537;965;10;10;945;62.78%;372;38.55%;46;;39;;152;;110;;150;;14;;;;37;;;;;;;;2;;;;;;23;2.38%
Parlament;2012;3;11;1115;568;13;1;554;50.94%;220;38.73%;44;;26;;73;;62;;85;;4;;;;18;;;;;;;;5;;;;;;17;2.99%
Parlament;2012;3;12;1714;1143;14;11;1118;66.69%;334;29.22%;127;;64;;239;;103;;184;;7;;;;17;;;;;;;;8;;;;;;35;3.06%
Parlament;2012;3;13;435;271;3;1;267;62.30%;96;35.42%;41;;19;;21;;35;;38;;2;;;;7;;;;;;;;0;;;;;;8;2.95%
Parlament;2012;3;14;1103;648;3;5;640;58.75%;213;32.87%;86;;69;;81;;57;;55;;24;;;;32;;;;;;;;6;;;;;;17;2.62%
Parlament;2012;3;15;908;647;6;4;637;71.26%;164;25.35%;139;;55;;93;;77;;65;;9;;;;15;;;;;;;;5;;;;;;15;2.32%
Parlament;2012;3;16;616;412;2;7;403;66.88%;187;45.39%;21;;15;;71;;34;;46;;2;;;;18;;;;;;;;1;;;;;;8;1.94%
Parlament;2012;3;17;864;527;11;7;509;61.00%;199;37.76%;37;;25;;78;;58;;80;;4;;;;12;;;;;;;;4;;;;;;12;2.28%
Parlament;2012;3;18;776;535;13;8;514;68.94%;176;32.90%;44;;22;;67;;57;;77;;7;;;;47;;;;;;;;5;;;;;;12;2.24%
Parlament;2012;3;19;927;596;8;2;586;64.29%;233;39.09%;52;;32;;108;;50;;55;;10;;;;24;;;;;;;;5;;;;;;17;2.85%
Parlament;2012;3;20;1208;795;11;4;780;65.81%;190;23.90%;180;;78;;93;;101;;58;;22;;;;20;;;;;;;;9;;;;;;29;3.65%
Parlament;2012;4;1;1062;835;20;3;812;78.63%;62;7.43%;418;;116;;76;;68;;28;;26;;;;4;;;;;;;;3;;;;;;11;1.32%
Parlament;2012;4;2;1106;867;10;3;854;78.39%;70;8.07%;459;;132;;52;;56;;24;;27;;;;3;;;;;;;;1;;;;;;30;3.46%
Parlament;2012;4;3;1213;904;12;4;888;74.53%;126;13.94%;343;;153;;81;;73;;35;;12;;;;20;;;;;;;;5;;;;;;40;4.42%
Parlament;2012;4;4;1094;815;7;11;797;74.50%;155;19.02%;264;;101;;82;;76;;34;;19;;;;15;;;;;;;;4;;;;;;47;5.77%
Parlament;2012;4;5;1195;796;4;5;787;66.61%;146;18.34%;249;;104;;53;;89;;63;;22;;;;18;;;;;;;;5;;;;;;38;4.77%
Parlament;2012;4;6;1388;1003;18;11;974;72.26%;274;27.32%;172;;85;;108;;107;;108;;36;;;;32;;;;;;;;5;;;;;;47;4.69%
Parlament;2012;4;7;1887;1196;13;7;1176;63.38%;336;28.09%;215;;133;;123;;117;;141;;22;;;;36;;;;;;;;8;;;;;;45;3.76%
Parlament;2012;4;8;907;594;13;9;572;65.49%;148;24.92%;96;;44;;71;;94;;57;;10;;;;17;;;;;;;;4;;;;;;31;5.22%
Parlament;2012;4;9;757;449;10;2;437;59.31%;147;32.74%;43;;24;;62;;56;;51;;3;;;;34;;;;;;;;1;;;;;;16;3.56%
Parlament;2012;4;10;457;286;9;5;272;62.58%;121;42.31%;22;;16;;38;;35;;20;;6;;;;9;;;;;;;;0;;;;;;5;1.75%
Parlament;2012;4;11;550;373;5;2;366;67.82%;147;39.41%;53;;31;;36;;38;;25;;7;;;;17;;;;;;;;4;;;;;;8;2.14%
Parlament;2012;4;12;961;691;17;6;668;71.90%;162;23.44%;144;;89;;61;;113;;52;;16;;;;10;;;;;;;;1;;;;;;20;2.89%
Parlament;2012;4;13;1192;882;12;11;859;73.99%;162;18.37%;295;;149;;55;;81;;44;;20;;;;11;;;;;;;;5;;;;;;37;4.20%
Parlament;2012;4;14;914;759;6;3;750;83.04%;57;7.51%;363;;132;;81;;42;;22;;20;;;;0;;;;;;;;4;;;;;;29;3.82%
Parlament;2012;4;15;830;651;10;2;639;78.43%;36;5.53%;354;;105;;54;;39;;12;;15;;;;2;;;;;;;;6;;;;;;16;2.46%
Parlament;2012;4;16;930;759;6;3;750;81.61%;47;6.19%;389;;114;;75;;45;;31;;20;;;;5;;;;;;;;5;;;;;;19;2.50%
Parlament;2012;4;17;1060;857;11;7;839;80.85%;86;10.04%;389;;137;;71;;60;;44;;21;;;;7;;;;;;;;2;;;;;;22;2.57%
Parlament;2012;4;18;1555;1178;11;7;1160;75.76%;183;15.53%;422;;191;;101;;103;;75;;30;;;;17;;;;;;;;6;;;;;;32;2.72%
Parlament;2012;4;19;908;620;20;11;589;68.28%;137;22.10%;125;;54;;72;;76;;68;;11;;;;15;;;;;;;;4;;;;;;27;4.35%
Parlament;2012;4;20;521;295;3;2;290;56.62%;155;52.54%;19;;15;;27;;27;;11;;1;;;;22;;;;;;;;2;;;;;;11;3.73%
Parlament;2012;4;21;776;489;5;4;480;63.02%;197;40.29%;56;;40;;52;;45;;43;;5;;;;18;;;;;;;;2;;;;;;22;4.50%
Parlament;2012;4;22;1572;1064;17;3;1044;67.68%;269;25.28%;159;;94;;101;;143;;150;;23;;;;58;;;;;;;;12;;;;;;35;3.29%
Parlament;2012;4;23;1509;1030;22;14;994;68.26%;270;26.21%;144;;96;;117;;135;;148;;19;;;;28;;;;;;;;6;;;;;;31;3.01%
Parlament;2012;4;24;1470;945;15;9;921;64.29%;244;25.82%;145;;74;;121;;97;;161;;10;;;;27;;;;;;;;6;;;;;;36;3.81%
Parlament;2012;4;25;928;647;6;2;639;69.72%;153;23.65%;168;;71;;63;;68;;68;;6;;;;14;;;;;;;;0;;;;;;28;4.33%
Parlament;2012;4;26;1039;815;16;2;797;78.44%;80;9.82%;404;;117;;52;;57;;31;;21;;;;5;;;;;;;;1;;;;;;29;3.56%
Parlament;2012;5;1;1481;1038;15;11;1012;70.09%;214;20.62%;253;;119;;120;;106;;115;;21;;;;23;;;;;;;;6;;;;;;35;3.37%
Parlament;2012;5;2;1109;712;4;13;695;64.20%;249;34.97%;78;;44;;85;;75;;100;;9;;;;27;;;;;;;;8;;;;;;20;2.81%
Parlament;2012;5;3;1431;1003;10;4;989;70.09%;148;14.76%;380;;145;;95;;83;;67;;26;;;;15;;;;;;;;6;;;;;;24;2.39%
Parlament;2012;5;4;1127;859;7;9;843;76.22%;161;18.74%;261;;134;;69;;82;;60;;33;;;;13;;;;;;;;2;;;;;;28;3.26%
Parlament;2012;5;5;760;509;8;2;499;66.97%;63;12.38%;166;;107;;61;;44;;24;;8;;;;14;;;;;;;;2;;;;;;10;1.96%
Parlament;2012;5;6;1551;1198;17;6;1175;77.24%;154;12.85%;453;;184;;98;;112;;80;;33;;;;19;;;;;;;;4;;;;;;38;3.17%
Parlament;2012;5;7;864;699;7;0;692;80.90%;87;12.45%;243;;116;;46;;71;;53;;33;;;;7;;;;;;;;3;;;;;;33;4.72%
Parlament;2012;5;8;1388;1053;10;8;1035;75.86%;173;16.43%;363;;162;;92;;91;;64;;37;;;;15;;;;;;;;7;;;;;;31;2.94%
Parlament;2012;5;9;1331;996;8;7;981;74.83%;231;23.19%;272;;103;;116;;123;;86;;19;;;;10;;;;;;;;4;;;;;;17;1.71%
Parlament;2012;5;10;1452;1016;14;1;1001;69.97%;418;41.14%;118;;52;;138;;115;;86;;9;;;;28;;;;;;;;10;;;;;;27;2.66%
Parlament;2012;5;11;1486;1117;10;14;1093;75.17%;264;23.63%;252;;122;;128;;127;;112;;27;;;;12;;;;;;;;5;;;;;;44;3.94%
Parlament;2012;5;12;584;404;2;1;401;69.18%;121;29.95%;75;;35;;39;;52;;37;;10;;;;14;;;;;;;;2;;;;;;16;3.96%
Parlament;2012;5;13;1015;634;5;18;611;62.46%;215;33.91%;94;;43;;71;;68;;63;;8;;;;37;;;;;;;;4;;;;;;8;1.26%
Parlament;2012;5;14;1575;1113;20;6;1087;70.67%;349;31.36%;143;;106;;138;;129;;123;;21;;;;23;;;;;;;;6;;;;;;49;4.40%
Parlament;2012;5;15;1481;931;11;11;909;62.86%;316;33.94%;122;;71;;103;;119;;82;;25;;;;36;;;;;;;;5;;;;;;30;3.22%
Parlament;2012;5;16;1717;1154;25;5;1124;67.21%;370;32.06%;177;;101;;146;;115;;113;;16;;;;41;;;;;;;;10;;;;;;35;3.03%
Parlament;2012;5;17;1253;904;13;8;883;72.15%;204;22.57%;194;;102;;73;;107;;135;;13;;;;17;;;;;;;;4;;;;;;34;3.76%
Parlament;2012;5;18;986;708;14;2;692;71.81%;237;33.47%;85;;40;;111;;79;;85;;10;;;;16;;;;;;;;7;;;;;;22;3.11%
Parlament;2012;5;19;821;578;8;1;569;70.40%;103;17.82%;140;;72;;49;;75;;75;;10;;;;15;;;;;;;;5;;;;;;25;4.33%
Parlament;2012;5;20;1175;856;11;14;831;72.85%;126;14.72%;245;;139;;60;;104;;67;;29;;;;19;;;;;;;;1;;;;;;41;4.79%
